fundingTime,fundingRate,symbol
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 00:00:00.003,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 08:00:00.008,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-14 16:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
2020-09-15 00:00:00.000,0.0001,SOLUSDT
